0.590000 109.940000 12 
0.590000 188.460000 16 
0.590000 397.120000 24 
0.590000 699.400000 32 
0.590000 1055.780000 40 
0.590000 1516.740000 48 
0.590000 1918.940000 56 
0.590000 2490.520000 64 
0.590000 3061.160000 72 
0.590000 3814.160000 80 
0.590000 4558.780000 88 
0.590000 5315.520000 96 
0.590000 6148.080000 104 
0.590000 7217.420000 112 
0.590000 7967.180000 120 
0.590000 8949.880000 128 
0.590000 10400.360000 136 
0.590000 10912.000000 144 
0.590000 12051.360000 152 
0.590000 13291.100000 160 
0.590000 15186.740000 168 
0.590000 15783.180000 176 
0.590000 17868.640000 184 
0.590000 19205.420000 192 
0.590000 20367.640000 200 
0.590000 22312.180000 208 
0.590000 23643.900000 216 
0.590000 24978.680000 224 
0.590000 28187.960000 232 
0.590000 27126.760000 240 
0.590000 29619.460000 248 
0.590000 32437.240000 256 
0.590000 32525.200000 264 
0.590000 35544.620000 272 
0.590000 37041.040000 280 
0.590000 38208.120000 288 
0.590000 40712.980000 296 
0.590000 43737.600000 304 
0.590000 42358.460000 312 
0.590000 45702.100000 320 
0.590000 45933.500000 328 
0.590000 50965.680000 336 
0.590000 54830.280000 344 
0.590000 55041.740000 352 
0.590000 57568.760000 360 
0.590000 63609.900000 376 
0.590000 66469.460000 384 
0.590000 69042.120000 392 
0.590000 73386.880000 400 
