-2.000000 -2.000000 0.641190
-2.000000 -1.950000 0.652217
-2.000000 -1.900000 0.663620
-2.000000 -1.850000 0.675414
-2.000000 -1.800000 0.687617
-2.000000 -1.750000 0.700244
-2.000000 -1.700000 0.713313
-2.000000 -1.650000 0.726843
-2.000000 -1.600000 0.740850
-2.000000 -1.550000 0.755352
-2.000000 -1.500000 0.770367
-2.000000 -1.450000 0.785912
-2.000000 -1.400000 0.802002
-2.000000 -1.350000 0.818652
-2.000000 -1.300000 0.835875
-2.000000 -1.250000 0.853681
-2.000000 -1.200000 0.872078
-2.000000 -1.150000 0.891068
-2.000000 -1.100000 0.910650
-2.000000 -1.050000 0.930814
-2.000000 -1.000000 0.951544
-2.000000 -0.950000 0.972813
-2.000000 -0.900000 0.994585
-2.000000 -0.850000 1.016808
-2.000000 -0.800000 1.039415
-2.000000 -0.750000 1.062321
-2.000000 -0.700000 1.085422
-2.000000 -0.650000 1.108589
-2.000000 -0.600000 1.131673
-2.000000 -0.550000 1.154496
-2.000000 -0.500000 1.176858
-2.000000 -0.450000 1.198534
-2.000000 -0.400000 1.219280
-2.000000 -0.350000 1.238835
-2.000000 -0.300000 1.256930
-2.000000 -0.250000 1.273297
-2.000000 -0.200000 1.287678
-2.000000 -0.150000 1.299839
-2.000000 -0.100000 1.309580
-2.000000 -0.050000 1.316750
-2.000000 0.000000 1.321248
-2.000000 0.050000 1.323040
-2.000000 0.100000 1.322149
-2.000000 0.150000 1.318662
-2.000000 0.200000 1.312723
-2.000000 0.250000 1.304518
-2.000000 0.300000 1.294270
-2.000000 0.350000 1.282227
-2.000000 0.400000 1.268647
-2.000000 0.450000 1.253787
-2.000000 0.500000 1.237899
-2.000000 0.550000 1.221219
-2.000000 0.600000 1.203961
-2.000000 0.650000 1.186318
-2.000000 0.700000 1.168459
-2.000000 0.750000 1.150526
-2.000000 0.800000 1.132640
-2.000000 0.850000 1.114901
-2.000000 0.900000 1.097386
-2.000000 0.950000 1.080157
-2.000000 1.000000 1.063262
-2.000000 1.050000 1.046733
-2.000000 1.100000 1.030594
-2.000000 1.150000 1.014858
-2.000000 1.200000 0.999532
-2.000000 1.250000 0.984616
-2.000000 1.300000 0.970107
-2.000000 1.350000 0.955997
-2.000000 1.400000 0.942275
-2.000000 1.450000 0.928931
-2.000000 1.500000 0.915950
-2.000000 1.550000 0.903318
-2.000000 1.600000 0.891020
-2.000000 1.650000 0.879042
-2.000000 1.700000 0.867368
-2.000000 1.750000 0.855985
-2.000000 1.800000 0.844879
-2.000000 1.850000 0.834035
-2.000000 1.900000 0.823442
-2.000000 1.950000 0.813087
-1.950000 -2.000000 0.646244
-1.950000 -1.950000 0.657574
-1.950000 -1.900000 0.669303
-1.950000 -1.850000 0.681450
-1.950000 -1.800000 0.694034
-1.950000 -1.750000 0.707074
-1.950000 -1.700000 0.720592
-1.950000 -1.650000 0.734606
-1.950000 -1.600000 0.749140
-1.950000 -1.550000 0.764215
-1.950000 -1.500000 0.779852
-1.950000 -1.450000 0.796074
-1.950000 -1.400000 0.812900
-1.950000 -1.350000 0.830352
-1.950000 -1.300000 0.848448
-1.950000 -1.250000 0.867204
-1.950000 -1.200000 0.886636
-1.950000 -1.150000 0.906752
-1.950000 -1.100000 0.927558
-1.950000 -1.050000 0.949052
-1.950000 -1.000000 0.971226
-1.950000 -0.950000 0.994060
-1.950000 -0.900000 1.017521
-1.950000 -0.850000 1.041565
-1.950000 -0.800000 1.066126
-1.950000 -0.750000 1.091120
-1.950000 -0.700000 1.116438
-1.950000 -0.650000 1.141945
-1.950000 -0.600000 1.167477
-1.950000 -0.550000 1.192838
-1.950000 -0.500000 1.217798
-1.950000 -0.450000 1.242097
-1.950000 -0.400000 1.265445
-1.950000 -0.350000 1.287531
-1.950000 -0.300000 1.308025
-1.950000 -0.250000 1.326595
-1.950000 -0.200000 1.342919
-1.950000 -0.150000 1.356700
-1.950000 -0.100000 1.367685
-1.950000 -0.050000 1.375676
-1.950000 0.000000 1.380548
-1.950000 0.050000 1.382254
-1.950000 0.100000 1.380828
-1.950000 0.150000 1.376385
-1.950000 0.200000 1.369108
-1.950000 0.250000 1.359239
-1.950000 0.300000 1.347064
-1.950000 0.350000 1.332894
-1.950000 0.400000 1.317048
-1.950000 0.450000 1.299846
-1.950000 0.500000 1.281588
-1.950000 0.550000 1.262555
-1.950000 0.600000 1.242997
-1.950000 0.650000 1.223135
-1.950000 0.700000 1.203155
-1.950000 0.750000 1.183214
-1.950000 0.800000 1.163441
-1.950000 0.850000 1.143937
-1.950000 0.900000 1.124781
-1.950000 0.950000 1.106031
-1.950000 1.000000 1.087728
-1.950000 1.050000 1.069901
-1.950000 1.100000 1.052566
-1.950000 1.150000 1.035728
-1.950000 1.200000 1.019387
-1.950000 1.250000 1.003537
-1.950000 1.300000 0.988166
-1.950000 1.350000 0.973260
-1.950000 1.400000 0.958804
-1.950000 1.450000 0.944779
-1.950000 1.500000 0.931166
-1.950000 1.550000 0.917946
-1.950000 1.600000 0.905101
-1.950000 1.650000 0.892611
-1.950000 1.700000 0.880458
-1.950000 1.750000 0.868625
-1.950000 1.800000 0.857094
-1.950000 1.850000 0.845850
-1.950000 1.900000 0.834878
-1.950000 1.950000 0.824163
-1.900000 -2.000000 0.651162
-1.900000 -1.950000 0.662792
-1.900000 -1.900000 0.674846
-1.900000 -1.850000 0.687344
-1.900000 -1.800000 0.700310
-1.900000 -1.750000 0.713764
-1.900000 -1.700000 0.727731
-1.900000 -1.650000 0.742235
-1.900000 -1.600000 0.757301
-1.900000 -1.550000 0.772957
-1.900000 -1.500000 0.789227
-1.900000 -1.450000 0.806139
-1.900000 -1.400000 0.823720
-1.900000 -1.350000 0.841996
-1.900000 -1.300000 0.860994
-1.900000 -1.250000 0.880737
-1.900000 -1.200000 0.901248
-1.900000 -1.150000 0.922545
-1.900000 -1.100000 0.944642
-1.900000 -1.050000 0.967548
-1.900000 -1.000000 0.991262
-1.900000 -0.950000 1.015776
-1.900000 -0.900000 1.041065
-1.900000 -0.850000 1.067092
-1.900000 -0.800000 1.093799
-1.900000 -0.750000 1.121104
-1.900000 -0.700000 1.148898
-1.900000 -0.650000 1.177041
-1.900000 -0.600000 1.205355
-1.900000 -0.550000 1.233624
-1.900000 -0.500000 1.261590
-1.900000 -0.450000 1.288951
-1.900000 -0.400000 1.315366
-1.900000 -0.350000 1.340457
-1.900000 -0.300000 1.363822
-1.900000 -0.250000 1.385047
-1.900000 -0.200000 1.403724
-1.900000 -0.150000 1.419475
-1.900000 -0.100000 1.431970
-1.900000 -0.050000 1.440955
-1.900000 0.000000 1.446264
-1.900000 0.050000 1.447838
-1.900000 0.100000 1.445723
-1.900000 0.150000 1.440072
-1.900000 0.200000 1.431125
-1.900000 0.250000 1.419200
-1.900000 0.300000 1.404662
-1.900000 0.350000 1.387908
-1.900000 0.400000 1.369338
-1.900000 0.450000 1.349344
-1.900000 0.500000 1.328292
-1.900000 0.550000 1.306512
-1.900000 0.600000 1.284296
-1.900000 0.650000 1.261892
-1.900000 0.700000 1.239508
-1.900000 0.750000 1.217313
-1.900000 0.800000 1.195440
-1.900000 0.850000 1.173989
-1.900000 0.900000 1.153036
-1.900000 0.950000 1.132634
-1.900000 1.000000 1.112815
-1.900000 1.050000 1.093599
-1.900000 1.100000 1.074992
-1.900000 1.150000 1.056990
-1.900000 1.200000 1.039583
-1.900000 1.250000 1.022756
-1.900000 1.300000 1.006489
-1.900000 1.350000 0.990760
-1.900000 1.400000 0.975545
-1.900000 1.450000 0.960821
-1.900000 1.500000 0.946561
-1.900000 1.550000 0.932741
-1.900000 1.600000 0.919338
-1.900000 1.650000 0.906328
-1.900000 1.700000 0.893688
-1.900000 1.750000 0.881398
-1.900000 1.800000 0.869437
-1.900000 1.850000 0.857788
-1.900000 1.900000 0.846432
-1.900000 1.950000 0.835353
-1.850000 -2.000000 0.655927
-1.850000 -1.950000 0.667853
-1.850000 -1.900000 0.680228
-1.850000 -1.850000 0.693076
-1.850000 -1.800000 0.706420
-1.850000 -1.750000 0.720287
-1.850000 -1.700000 0.734704
-1.850000 -1.650000 0.749699
-1.850000 -1.600000 0.765301
-1.850000 -1.550000 0.781542
-1.850000 -1.500000 0.798453
-1.850000 -1.450000 0.816067
-1.850000 -1.400000 0.834417
-1.850000 -1.350000 0.853538
-1.850000 -1.300000 0.873464
-1.850000 -1.250000 0.894226
-1.850000 -1.200000 0.915857
-1.850000 -1.150000 0.938387
-1.850000 -1.100000 0.961840
-1.850000 -1.050000 0.986236
-1.850000 -1.000000 1.011589
-1.850000 -0.950000 1.037901
-1.850000 -0.900000 1.065162
-1.850000 -0.850000 1.093345
-1.850000 -0.800000 1.122403
-1.850000 -0.750000 1.152262
-1.850000 -0.700000 1.182817
-1.850000 -0.650000 1.213927
-1.850000 -0.600000 1.245405
-1.850000 -0.550000 1.277016
-1.850000 -0.500000 1.308470
-1.850000 -0.450000 1.339421
-1.850000 -0.400000 1.369466
-1.850000 -0.350000 1.398151
-1.850000 -0.300000 1.424980
-1.850000 -0.250000 1.449434
-1.850000 -0.200000 1.470992
-1.850000 -0.150000 1.489164
-1.850000 -0.100000 1.503519
-1.850000 -0.050000 1.513720
-1.850000 0.000000 1.519549
-1.850000 0.050000 1.520927
-1.850000 0.100000 1.517919
-1.850000 0.150000 1.510728
-1.850000 0.200000 1.499679
-1.850000 0.250000 1.485187
-1.850000 0.300000 1.467731
-1.850000 0.350000 1.447817
-1.850000 0.400000 1.425951
-1.850000 0.450000 1.402617
-1.850000 0.500000 1.378257
-1.850000 0.550000 1.353263
-1.850000 0.600000 1.327970
-1.850000 0.650000 1.302657
-1.850000 0.700000 1.277550
-1.850000 0.750000 1.252826
-1.850000 0.800000 1.228619
-1.850000 0.850000 1.205026
-1.850000 0.900000 1.182114
-1.850000 0.950000 1.159924
-1.850000 1.000000 1.138479
-1.850000 1.050000 1.117782
-1.850000 1.100000 1.097828
-1.850000 1.150000 1.078602
-1.850000 1.200000 1.060081
-1.850000 1.250000 1.042238
-1.850000 1.300000 1.025044
-1.850000 1.350000 1.008467
-1.850000 1.400000 0.992474
-1.850000 1.450000 0.977034
-1.850000 1.500000 0.962114
-1.850000 1.550000 0.947685
-1.850000 1.600000 0.933715
-1.850000 1.650000 0.920178
-1.850000 1.700000 0.907046
-1.850000 1.750000 0.894295
-1.850000 1.800000 0.881900
-1.850000 1.850000 0.869842
-1.850000 1.900000 0.858099
-1.850000 1.950000 0.846653
-1.800000 -2.000000 0.660522
-1.800000 -1.950000 0.672739
-1.800000 -1.900000 0.685431
-1.800000 -1.850000 0.698623
-1.800000 -1.800000 0.712343
-1.800000 -1.750000 0.726619
-1.800000 -1.700000 0.741483
-1.800000 -1.650000 0.756967
-1.800000 -1.600000 0.773105
-1.800000 -1.550000 0.789933
-1.800000 -1.500000 0.807490
-1.800000 -1.450000 0.825813
-1.800000 -1.400000 0.844944
-1.800000 -1.350000 0.864925
-1.800000 -1.300000 0.885799
-1.800000 -1.250000 0.907610
-1.800000 -1.200000 0.930399
-1.800000 -1.150000 0.954209
-1.800000 -1.100000 0.979078
-1.800000 -1.050000 1.005041
-1.800000 -1.000000 1.032128
-1.800000 -0.950000 1.060357
-1.800000 -0.900000 1.089735
-1.800000 -0.850000 1.120253
