0 1.298350e-01
1 2.712650e-01
2 2.755350e-01
3 1.838960e-01
4 9.034500e-02
5 3.489900e-02
6 1.050400e-02
7 2.890000e-03
8 6.680000e-04
9 1.320000e-04
10 2.600000e-05
11 4.000000e-06
12 1.000000e-06
13 0.000000e+00
14 0.000000e+00
15 0.000000e+00
16 0.000000e+00
17 0.000000e+00
18 0.000000e+00
19 0.000000e+00
